,mass A,
t,x,y
400.853,-7.06E-02,-1.86E-01
400.886,-7.05E-02,-1.86E-01
400.919,-7.05E-02,-1.86E-01
400.953,-7.01E-02,-1.86E-01
400.986,-7.00E-02,-1.86E-01
401.019,-6.99E-02,-1.86E-01
401.053,-6.96E-02,-1.86E-01
401.086,-6.96E-02,-1.85E-01
401.119,-6.96E-02,-1.85E-01
401.153,-6.93E-02,-1.85E-01
401.186,-6.92E-02,-1.85E-01
401.22,-6.92E-02,-1.84E-01
401.253,-6.92E-02,-1.84E-01
401.286,-6.88E-02,-1.84E-01
401.32,-6.87E-02,-1.84E-01
401.353,-6.86E-02,-1.84E-01
401.386,-6.85E-02,-1.84E-01
401.42,-6.81E-02,-1.83E-01
401.453,-6.80E-02,-1.83E-01
401.486,-6.80E-02,-1.83E-01
401.52,-6.80E-02,-1.83E-01
401.553,-6.79E-02,-1.83E-01
401.586,-6.75E-02,-1.83E-01
401.62,-6.74E-02,-1.83E-01
401.653,-6.73E-02,-1.83E-01
401.687,-6.73E-02,-1.83E-01
401.72,-6.73E-02,-1.83E-01
401.753,-6.68E-02,-1.82E-01
401.787,-6.68E-02,-1.82E-01
401.82,-6.67E-02,-1.82E-01
401.853,-6.67E-02,-1.82E-01
401.887,-6.67E-02,-1.82E-01
401.92,-6.67E-02,-1.82E-01
401.953,-6.67E-02,-1.82E-01
401.987,-6.62E-02,-1.81E-01
402.02,-6.62E-02,-1.81E-01
402.053,-6.61E-02,-1.81E-01
402.087,-6.61E-02,-1.81E-01
402.12,-6.61E-02,-1.81E-01
402.154,-6.61E-02,-1.81E-01
402.187,-6.61E-02,-1.81E-01
402.22,-6.56E-02,-1.81E-01
402.254,-6.55E-02,-1.81E-01
402.287,-6.55E-02,-1.81E-01
402.32,-6.55E-02,-1.81E-01
402.354,-6.55E-02,-1.81E-01
402.387,-6.55E-02,-1.81E-01
402.42,-6.50E-02,-1.80E-01
402.454,-6.49E-02,-1.80E-01
402.487,-6.49E-02,-1.80E-01
402.52,-6.49E-02,-1.80E-01
402.554,-6.48E-02,-1.80E-01
402.587,-6.48E-02,-1.80E-01
402.621,-6.48E-02,-1.80E-01
402.654,-6.48E-02,-1.80E-01
402.687,-6.48E-02,-1.80E-01
402.721,-6.48E-02,-1.80E-01
402.754,-6.48E-02,-1.80E-01
402.787,-6.48E-02,-1.80E-01
402.821,-6.48E-02,-1.80E-01
402.854,-6.48E-02,-1.80E-01
402.887,-6.48E-02,-1.80E-01
402.921,-6.48E-02,-1.80E-01
402.954,-6.48E-02,-1.80E-01
402.987,-6.48E-02,-1.80E-01
403.021,-6.48E-02,-1.80E-01
403.054,-6.48E-02,-1.80E-01
403.088,-6.48E-02,-1.80E-01
403.121,-6.48E-02,-1.80E-01
403.154,-6.48E-02,-1.80E-01
403.188,-6.48E-02,-1.80E-01
403.221,-6.48E-02,-1.80E-01
403.254,-6.48E-02,-1.80E-01
403.288,-6.48E-02,-1.80E-01
403.321,-6.48E-02,-1.80E-01
403.354,-6.48E-02,-1.80E-01
403.388,-6.48E-02,-1.80E-01
403.421,-6.48E-02,-1.80E-01
403.454,-6.48E-02,-1.80E-01
403.488,-6.48E-02,-1.80E-01
403.521,-6.48E-02,-1.80E-01
403.555,-6.48E-02,-1.80E-01
403.588,-6.48E-02,-1.80E-01
403.621,-6.48E-02,-1.80E-01
403.655,-6.48E-02,-1.80E-01
403.688,-6.48E-02,-1.80E-01
403.721,-6.48E-02,-1.80E-01
403.755,-6.48E-02,-1.80E-01
403.788,-6.48E-02,-1.80E-01
403.821,-6.49E-02,-1.80E-01
403.855,-6.48E-02,-1.80E-01
403.888,-6.48E-02,-1.80E-01
403.921,-6.49E-02,-1.80E-01
403.955,-6.49E-02,-1.80E-01
403.988,-6.48E-02,-1.80E-01
404.022,-6.48E-02,-1.80E-01
404.055,-6.48E-02,-1.80E-01
404.088,-6.48E-02,-1.80E-01
404.122,-6.48E-02,-1.80E-01
404.155,-6.48E-02,-1.80E-01
404.188,-6.48E-02,-1.80E-01
404.222,-6.48E-02,-1.80E-01
404.255,-6.48E-02,-1.80E-01
404.288,-6.48E-02,-1.80E-01
404.322,-6.48E-02,-1.80E-01
404.355,-6.48E-02,-1.80E-01
404.388,-6.48E-02,-1.80E-01
404.422,-6.48E-02,-1.80E-01
404.455,-6.48E-02,-1.80E-01
404.489,-6.48E-02,-1.80E-01
404.522,-6.48E-02,-1.80E-01
404.555,-6.48E-02,-1.80E-01
404.589,-6.49E-02,-1.80E-01
404.622,-6.49E-02,-1.80E-01
404.655,-6.49E-02,-1.80E-01
404.689,-6.49E-02,-1.80E-01
404.722,-6.49E-02,-1.80E-01
404.755,-6.53E-02,-1.81E-01
404.789,-6.53E-02,-1.81E-01
404.822,-6.54E-02,-1.81E-01
404.855,-6.54E-02,-1.81E-01
404.889,-6.55E-02,-1.81E-01
404.922,-6.55E-02,-1.81E-01
404.956,-6.55E-02,-1.81E-01
404.989,-6.55E-02,-1.81E-01
405.022,-6.59E-02,-1.81E-01
405.056,-6.59E-02,-1.81E-01
405.089,-6.60E-02,-1.81E-01
405.122,-6.61E-02,-1.81E-01
405.156,-6.61E-02,-1.82E-01
405.189,-6.61E-02,-1.82E-01
405.222,-6.62E-02,-1.82E-01
405.256,-6.65E-02,-1.82E-01
405.289,-6.66E-02,-1.82E-01
405.322,-6.67E-02,-1.82E-01
405.356,-6.67E-02,-1.82E-01
405.389,-6.67E-02,-1.82E-01
405.423,-6.71E-02,-1.83E-01
405.456,-6.72E-02,-1.83E-01
405.489,-6.72E-02,-1.83E-01
405.523,-6.73E-02,-1.83E-01
405.556,-6.73E-02,-1.83E-01
405.589,-6.76E-02,-1.83E-01
405.623,-6.77E-02,-1.84E-01
405.656,-6.77E-02,-1.84E-01
405.689,-6.81E-02,-1.84E-01
405.723,-6.81E-02,-1.84E-01
405.756,-6.81E-02,-1.84E-01
405.789,-6.84E-02,-1.84E-01
405.823,-6.85E-02,-1.85E-01
405.856,-6.86E-02,-1.85E-01
405.89,-6.86E-02,-1.85E-01
405.923,-6.87E-02,-1.85E-01
405.956,-6.90E-02,-1.85E-01
405.99,-6.91E-02,-1.85E-01
406.023,-6.92E-02,-1.85E-01
406.056,-6.93E-02,-1.85E-01
406.09,-6.96E-02,-1.86E-01
406.123,-6.97E-02,-1.86E-01
406.156,-6.98E-02,-1.86E-01
406.19,-6.99E-02,-1.86E-01
406.223,-7.02E-02,-1.87E-01
406.256,-7.03E-02,-1.87E-01
406.29,-7.04E-02,-1.87E-01
406.323,-7.05E-02,-1.87E-01
406.357,-7.08E-02,-1.87E-01
406.39,-7.10E-02,-1.87E-01
406.423,-7.11E-02,-1.87E-01
406.457,-7.11E-02,-1.87E-01
406.49,-7.14E-02,-1.88E-01
406.523,-7.16E-02,-1.88E-01
406.557,-7.19E-02,-1.88E-01
406.59,-7.19E-02,-1.88E-01
406.623,-7.22E-02,-1.89E-01
406.657,-7.23E-02,-1.89E-01
406.69,-7.23E-02,-1.89E-01
406.723,-7.24E-02,-1.89E-01
406.757,-7.27E-02,-1.90E-01
406.79,-7.28E-02,-1.90E-01
406.824,-7.29E-02,-1.90E-01
406.857,-7.32E-02,-1.90E-01
406.89,-7.32E-02,-1.90E-01
406.924,-7.34E-02,-1.91E-01
406.957,-7.35E-02,-1.91E-01
406.99,-7.36E-02,-1.91E-01
407.024,-7.38E-02,-1.91E-01
407.057,-7.39E-02,-1.91E-01
407.09,-7.41E-02,-1.92E-01
407.124,-7.42E-02,-1.92E-01
407.157,-7.43E-02,-1.92E-01
407.19,-7.45E-02,-1.93E-01
407.224,-7.45E-02,-1.93E-01
407.257,-7.47E-02,-1.93E-01
407.291,-7.49E-02,-1.93E-01
407.324,-7.50E-02,-1.94E-01
407.357,-7.52E-02,-1.94E-01
407.391,-7.54E-02,-1.94E-01
407.424,-7.56E-02,-1.94E-01
407.457,-7.57E-02,-1.95E-01
407.491,-7.59E-02,-1.95E-01
407.524,-7.61E-02,-1.95E-01
407.557,-7.63E-02,-1.96E-01
407.591,-7.64E-02,-1.96E-01
407.624,-7.66E-02,-1.96E-01
407.657,-7.67E-02,-1.97E-01
407.691,-7.68E-02,-1.97E-01
407.724,-7.70E-02,-1.97E-01
407.758,-7.70E-02,-1.97E-01
407.791,-7.72E-02,-1.98E-01
407.824,-7.73E-02,-1.98E-01
407.858,-7.75E-02,-1.98E-01
407.891,-7.76E-02,-1.98E-01
407.924,-7.78E-02,-1.99E-01
407.958,-7.79E-02,-1.99E-01
407.991,-7.80E-02,-1.99E-01
408.024,-7.82E-02,-2.00E-01
408.058,-7.83E-02,-2.00E-01
408.091,-7.85E-02,-2.00E-01
408.124,-7.86E-02,-2.00E-01
408.158,-7.88E-02,-2.01E-01
408.191,-7.88E-02,-2.01E-01
408.225,-7.88E-02,-2.01E-01
408.258,-7.90E-02,-2.02E-01
408.291,-7.93E-02,-2.02E-01
408.325,-7.94E-02,-2.02E-01
408.358,-7.94E-02,-2.02E-01
408.391,-7.96E-02,-2.03E-01
408.425,-7.99E-02,-2.03E-01
408.458,-7.99E-02,-2.03E-01
408.491,-8.00E-02,-2.04E-01
408.525,-8.02E-02,-2.04E-01
408.558,-8.03E-02,-2.04E-01
408.591,-8.05E-02,-2.05E-01
408.625,-8.06E-02,-2.05E-01
408.658,-8.07E-02,-2.05E-01
408.692,-8.08E-02,-2.05E-01
408.725,-8.09E-02,-2.06E-01
408.758,-8.11E-02,-2.06E-01
408.792,-8.12E-02,-2.06E-01
408.825,-8.13E-02,-2.07E-01
408.858,-8.15E-02,-2.07E-01
408.892,-8.17E-02,-2.07E-01
408.925,-8.18E-02,-2.07E-01
408.958,-8.19E-02,-2.08E-01
408.992,-8.20E-02,-2.08E-01
409.025,-8.21E-02,-2.08E-01
409.058,-8.23E-02,-2.09E-01
409.092,-8.25E-02,-2.09E-01
409.125,-8.26E-02,-2.09E-01
409.159,-8.27E-02,-2.09E-01
409.192,-8.27E-02,-2.10E-01
409.225,-8.28E-02,-2.10E-01
409.259,-8.29E-02,-2.11E-01
409.292,-8.31E-02,-2.11E-01
409.325,-8.32E-02,-2.11E-01
409.359,-8.33E-02,-2.11E-01
409.392,-8.33E-02,-2.12E-01
409.425,-8.34E-02,-2.12E-01
409.459,-8.35E-02,-2.12E-01
409.492,-8.37E-02,-2.13E-01
409.525,-8.37E-02,-2.13E-01
409.559,-8.39E-02,-2.13E-01
409.592,-8.39E-02,-2.14E-01
409.626,-8.40E-02,-2.14E-01
409.659,-8.41E-02,-2.14E-01
409.692,-8.43E-02,-2.14E-01
409.726,-8.43E-02,-2.15E-01
409.759,-8.44E-02,-2.15E-01
409.792,-8.46E-02,-2.15E-01
409.826,-8.48E-02,-2.16E-01
409.859,-8.49E-02,-2.16E-01
409.892,-8.50E-02,-2.16E-01
409.926,-8.50E-02,-2.16E-01
409.959,-8.51E-02,-2.16E-01
409.992,-8.52E-02,-2.17E-01
410.026,-8.53E-02,-2.17E-01
410.059,-8.54E-02,-2.17E-01
410.093,-8.55E-02,-2.18E-01
410.126,-8.57E-02,-2.18E-01
410.159,-8.57E-02,-2.18E-01
410.193,-8.58E-02,-2.19E-01
410.226,-8.59E-02,-2.19E-01
410.259,-8.60E-02,-2.19E-01
410.293,-8.61E-02,-2.20E-01
410.326,-8.62E-02,-2.20E-01
410.359,-8.62E-02,-2.20E-01
410.393,-8.63E-02,-2.20E-01
410.426,-8.63E-02,-2.21E-01
410.459,-8.65E-02,-2.21E-01
410.493,-8.66E-02,-2.21E-01
410.526,-8.67E-02,-2.21E-01
410.56,-8.68E-02,-2.22E-01
410.593,-8.68E-02,-2.22E-01
410.626,-8.69E-02,-2.22E-01
410.66,-8.69E-02,-2.22E-01
410.693,-8.69E-02,-2.23E-01
410.726,-8.69E-02,-2.23E-01
410.76,-8.70E-02,-2.23E-01
410.793,-8.71E-02,-2.23E-01
410.826,-8.70E-02,-2.24E-01
410.86,-8.71E-02,-2.24E-01
410.893,-8.70E-02,-2.24E-01
410.926,-8.70E-02,-2.24E-01
410.96,-8.71E-02,-2.25E-01
410.993,-8.72E-02,-2.25E-01
411.027,-8.74E-02,-2.25E-01
411.06,-8.74E-02,-2.25E-01
411.093,-8.75E-02,-2.26E-01
411.127,-8.76E-02,-2.26E-01
411.16,-8.76E-02,-2.26E-01
411.193,-8.76E-02,-2.26E-01
411.227,-8.76E-02,-2.27E-01
411.26,-8.77E-02,-2.27E-01
411.293,-8.77E-02,-2.27E-01
411.327,-8.79E-02,-2.27E-01
411.36,-8.80E-02,-2.28E-01
411.393,-8.81E-02,-2.28E-01
411.427,-8.81E-02,-2.28E-01
411.46,-8.82E-02,-2.28E-01
411.494,-8.82E-02,-2.28E-01
411.527,-8.82E-02,-2.29E-01
411.56,-8.81E-02,-2.29E-01
411.594,-8.82E-02,-2.29E-01
411.627,-8.82E-02,-2.29E-01
411.66,-8.82E-02,-2.29E-01
411.694,-8.83E-02,-2.30E-01
411.727,-8.82E-02,-2.30E-01
411.76,-8.82E-02,-2.30E-01
411.794,-8.82E-02,-2.30E-01
411.827,-8.82E-02,-2.30E-01
411.86,-8.82E-02,-2.31E-01
411.894,-8.82E-02,-2.31E-01
411.927,-8.82E-02,-2.31E-01
411.961,-8.82E-02,-2.31E-01
411.994,-8.82E-02,-2.31E-01
412.027,-8.82E-02,-2.32E-01
412.061,-8.82E-02,-2.32E-01
412.094,-8.82E-02,-2.32E-01
412.127,-8.82E-02,-2.32E-01
412.161,-8.82E-02,-2.32E-01
412.194,-8.82E-02,-2.33E-01
412.227,-8.82E-02,-2.33E-01
412.261,-8.82E-02,-2.33E-01
412.294,-8.82E-02,-2.33E-01
412.327,-8.82E-02,-2.33E-01
412.361,-8.82E-02,-2.33E-01
412.394,-8.82E-02,-2.34E-01
412.428,-8.83E-02,-2.34E-01
412.461,-8.82E-02,-2.34E-01
412.494,-8.82E-02,-2.34E-01
412.528,-8.82E-02,-2.34E-01
412.561,-8.82E-02,-2.34E-01
412.594,-8.82E-02,-2.34E-01
412.628,-8.82E-02,-2.34E-01
412.661,-8.82E-02,-2.34E-01
412.694,-8.82E-02,-2.35E-01
412.728,-8.82E-02,-2.35E-01
412.761,-8.82E-02,-2.35E-01
412.794,-8.82E-02,-2.35E-01
412.828,-8.82E-02,-2.35E-01
412.861,-8.82E-02,-2.35E-01
412.895,-8.82E-02,-2.35E-01
412.928,-8.82E-02,-2.35E-01
412.961,-8.82E-02,-2.36E-01
412.995,-8.82E-02,-2.36E-01
413.028,-8.82E-02,-2.36E-01
413.061,-8.82E-02,-2.36E-01
413.095,-8.82E-02,-2.36E-01
413.128,-8.82E-02,-2.36E-01
413.161,-8.82E-02,-2.36E-01
413.195,-8.82E-02,-2.36E-01
413.228,-8.82E-02,-2.36E-01
413.261,-8.82E-02,-2.36E-01
413.295,-8.82E-02,-2.36E-01
413.328,-8.81E-02,-2.36E-01
413.362,-8.82E-02,-2.36E-01
413.395,-8.82E-02,-2.37E-01
413.428,-8.82E-02,-2.37E-01
413.462,-8.81E-02,-2.37E-01
413.495,-8.81E-02,-2.37E-01
413.528,-8.81E-02,-2.37E-01
413.562,-8.81E-02,-2.37E-01
413.595,-8.81E-02,-2.37E-01
413.628,-8.82E-02,-2.37E-01
413.662,-8.81E-02,-2.37E-01
413.695,-8.82E-02,-2.37E-01
413.728,-8.82E-02,-2.37E-01
413.762,-8.82E-02,-2.37E-01
413.795,-8.82E-02,-2.37E-01
413.829,-8.82E-02,-2.37E-01
413.862,-8.82E-02,-2.37E-01
413.895,-8.82E-02,-2.37E-01
413.929,-8.82E-02,-2.37E-01
413.962,-8.82E-02,-2.37E-01
413.995,-8.82E-02,-2.37E-01
414.029,-8.82E-02,-2.37E-01
414.062,-8.82E-02,-2.37E-01
414.095,-8.82E-02,-2.37E-01
414.129,-8.82E-02,-2.37E-01
414.162,-8.81E-02,-2.37E-01
414.195,-8.81E-02,-2.37E-01
414.229,-8.81E-02,-2.37E-01
414.262,-8.81E-02,-2.37E-01
414.296,-8.81E-02,-2.37E-01
414.329,-8.81E-02,-2.37E-01
414.362,-8.81E-02,-2.37E-01
414.396,-8.81E-02,-2.37E-01
414.429,-8.81E-02,-2.37E-01
414.462,-8.81E-02,-2.37E-01
414.496,-8.80E-02,-2.37E-01
414.529,-8.81E-02,-2.37E-01
414.562,-8.81E-02,-2.36E-01
414.596,-8.81E-02,-2.36E-01
414.629,-8.81E-02,-2.36E-01
414.662,-8.81E-02,-2.36E-01
414.696,-8.81E-02,-2.36E-01
414.729,-8.81E-02,-2.36E-01
414.763,-8.81E-02,-2.36E-01
414.796,-8.81E-02,-2.36E-01
414.829,-8.81E-02,-2.36E-01
414.863,-8.81E-02,-2.36E-01
414.896,-8.81E-02,-2.36E-01
414.929,-8.81E-02,-2.36E-01
414.963,-8.81E-02,-2.36E-01
414.996,-8.81E-02,-2.36E-01
415.029,-8.81E-02,-2.36E-01
415.063,-8.81E-02,-2.36E-01
415.096,-8.81E-02,-2.36E-01
415.129,-8.81E-02,-2.35E-01
415.163,-8.81E-02,-2.35E-01
415.196,-8.81E-02,-2.35E-01
415.23,-8.81E-02,-2.35E-01
415.263,-8.81E-02,-2.35E-01
415.296,-8.81E-02,-2.35E-01
415.33,-8.81E-02,-2.35E-01
415.363,-8.81E-02,-2.35E-01
415.396,-8.81E-02,-2.35E-01
415.43,-8.81E-02,-2.34E-01
415.463,-8.81E-02,-2.34E-01
415.496,-8.81E-02,-2.34E-01
415.53,-8.81E-02,-2.34E-01
415.563,-8.81E-02,-2.34E-01
415.596,-8.80E-02,-2.34E-01
415.63,-8.80E-02,-2.34E-01
415.663,-8.81E-02,-2.33E-01
415.697,-8.80E-02,-2.33E-01
415.73,-8.80E-02,-2.33E-01
415.763,-8.80E-02,-2.33E-01
415.797,-8.80E-02,-2.33E-01
415.83,-8.80E-02,-2.33E-01
415.863,-8.80E-02,-2.33E-01
415.897,-8.80E-02,-2.32E-01
415.93,-8.81E-02,-2.32E-01
415.963,-8.81E-02,-2.32E-01
415.997,-8.80E-02,-2.32E-01
416.03,-8.80E-02,-2.32E-01
416.063,-8.81E-02,-2.31E-01
416.097,-8.80E-02,-2.31E-01
416.13,-8.80E-02,-2.31E-01
416.164,-8.80E-02,-2.31E-01
416.197,-8.80E-02,-2.31E-01
416.23,-8.80E-02,-2.30E-01
416.264,-8.80E-02,-2.30E-01
416.297,-8.79E-02,-2.30E-01
416.33,-8.80E-02,-2.30E-01
416.364,-8.81E-02,-2.30E-01
416.397,-8.80E-02,-2.29E-01
416.43,-8.80E-02,-2.29E-01
416.464,-8.80E-02,-2.29E-01
416.497,-8.80E-02,-2.29E-01
416.53,-8.80E-02,-2.28E-01
416.564,-8.80E-02,-2.28E-01
416.597,-8.80E-02,-2.28E-01
416.631,-8.81E-02,-2.28E-01
416.664,-8.80E-02,-2.27E-01
416.697,-8.80E-02,-2.27E-01
416.731,-8.79E-02,-2.27E-01
416.764,-8.80E-02,-2.27E-01
416.797,-8.80E-02,-2.26E-01
416.831,-8.79E-02,-2.26E-01
416.864,-8.79E-02,-2.26E-01
416.897,-8.79E-02,-2.26E-01
416.931,-8.79E-02,-2.26E-01
416.964,-8.79E-02,-2.25E-01
416.997,-8.78E-02,-2.25E-01
417.031,-8.79E-02,-2.25E-01
417.064,-8.79E-02,-2.25E-01
417.098,-8.78E-02,-2.24E-01
417.131,-8.78E-02,-2.24E-01
417.164,-8.79E-02,-2.24E-01
417.198,-8.78E-02,-2.24E-01
417.231,-8.78E-02,-2.23E-01
417.264,-8.77E-02,-2.23E-01
417.298,-8.75E-02,-2.22E-01
417.331,-8.75E-02,-2.22E-01
417.364,-8.73E-02,-2.22E-01
417.398,-8.74E-02,-2.22E-01
417.431,-8.74E-02,-2.21E-01
417.464,-8.73E-02,-2.21E-01
417.498,-8.73E-02,-2.21E-01
417.531,-8.73E-02,-2.21E-01
417.565,-8.72E-02,-2.21E-01
417.598,-8.73E-02,-2.20E-01
417.631,-8.72E-02,-2.20E-01
417.665,-8.72E-02,-2.20E-01
417.698,-8.70E-02,-2.19E-01
417.731,-8.68E-02,-2.19E-01
417.765,-8.68E-02,-2.18E-01
417.798,-8.68E-02,-2.18E-01
417.831,-8.67E-02,-2.18E-01
417.865,-8.67E-02,-2.18E-01
417.898,-8.66E-02,-2.18E-01
417.931,-8.66E-02,-2.17E-01
417.965,-8.64E-02,-2.16E-01
417.998,-8.63E-02,-2.16E-01
418.032,-8.61E-02,-2.16E-01
418.065,-8.61E-02,-2.16E-01
418.098,-8.61E-02,-2.16E-01
418.132,-8.59E-02,-2.16E-01
418.165,-8.57E-02,-2.15E-01
418.198,-8.56E-02,-2.15E-01
418.232,-8.54E-02,-2.14E-01
418.265,-8.54E-02,-2.14E-01
418.298,-8.53E-02,-2.14E-01
418.332,-8.53E-02,-2.13E-01
418.365,-8.51E-02,-2.13E-01
418.398,-8.50E-02,-2.13E-01
418.432,-8.48E-02,-2.12E-01
418.465,-8.48E-02,-2.12E-01
418.499,-8.47E-02,-2.12E-01
418.532,-8.46E-02,-2.12E-01
418.565,-8.46E-02,-2.12E-01
418.599,-8.45E-02,-2.11E-01
418.632,-8.43E-02,-2.11E-01
418.665,-8.42E-02,-2.11E-01
418.699,-8.41E-02,-2.10E-01
418.732,-8.41E-02,-2.10E-01
418.765,-8.40E-02,-2.10E-01
418.799,-8.40E-02,-2.10E-01
418.832,-8.39E-02,-2.09E-01
418.865,-8.38E-02,-2.09E-01
418.899,-8.36E-02,-2.09E-01
418.932,-8.35E-02,-2.08E-01
418.966,-8.34E-02,-2.08E-01
418.999,-8.34E-02,-2.08E-01
419.032,-8.33E-02,-2.07E-01
419.066,-8.31E-02,-2.07E-01
419.099,-8.29E-02,-2.07E-01
419.132,-8.29E-02,-2.06E-01
419.166,-8.27E-02,-2.06E-01
419.199,-8.25E-02,-2.06E-01
419.232,-8.23E-02,-2.06E-01
419.266,-8.23E-02,-2.05E-01
419.299,-8.22E-02,-2.05E-01
419.332,-8.21E-02,-2.05E-01
419.366,-8.19E-02,-2.04E-01
419.399,-8.17E-02,-2.04E-01
419.433,-8.16E-02,-2.04E-01
419.466,-8.14E-02,-2.03E-01
419.499,-8.13E-02,-2.03E-01
419.533,-8.10E-02,-2.03E-01
419.566,-8.10E-02,-2.03E-01
419.599,-8.10E-02,-2.03E-01
419.633,-8.08E-02,-2.02E-01
419.666,-8.06E-02,-2.02E-01
419.699,-8.04E-02,-2.02E-01
419.733,-8.03E-02,-2.01E-01
419.766,-8.02E-02,-2.01E-01
419.799,-8.00E-02,-2.01E-01
419.833,-7.98E-02,-2.01E-01
419.866,-7.97E-02,-2.00E-01
419.9,-7.97E-02,-2.00E-01
419.933,-7.94E-02,-2.00E-01
419.966,-7.93E-02,-1.99E-01
420,-7.91E-02,-1.99E-01
420.033,-7.90E-02,-1.99E-01
420.066,-7.88E-02,-1.98E-01
420.1,-7.87E-02,-1.98E-01
420.133,-7.85E-02,-1.98E-01
420.166,-7.84E-02,-1.98E-01
420.2,-7.82E-02,-1.97E-01
420.233,-7.81E-02,-1.97E-01
420.266,-7.80E-02,-1.97E-01
420.3,-7.78E-02,-1.97E-01
420.333,-7.78E-02,-1.97E-01
420.367,-7.76E-02,-1.96E-01
420.4,-7.74E-02,-1.96E-01
420.433,-7.73E-02,-1.96E-01
420.467,-7.71E-02,-1.96E-01
420.5,-7.71E-02,-1.95E-01
420.533,-7.69E-02,-1.95E-01
420.567,-7.68E-02,-1.95E-01
420.6,-7.67E-02,-1.94E-01
420.633,-7.66E-02,-1.94E-01
420.667,-7.63E-02,-1.94E-01
420.7,-7.62E-02,-1.94E-01
420.733,-7.60E-02,-1.94E-01
420.767,-7.59E-02,-1.93E-01
420.8,-7.56E-02,-1.93E-01
420.834,-7.55E-02,-1.93E-01
420.867,-7.54E-02,-1.93E-01
420.9,-7.51E-02,-1.92E-01
420.934,-7.50E-02,-1.92E-01
420.967,-7.49E-02,-1.92E-01
421,-7.48E-02,-1.92E-01
421.034,-7.45E-02,-1.91E-01
421.067,-7.42E-02,-1.91E-01
421.1,-7.41E-02,-1.91E-01
421.134,-7.41E-02,-1.91E-01
421.167,-7.38E-02,-1.90E-01
421.2,-7.37E-02,-1.90E-01
421.234,-7.36E-02,-1.90E-01
421.267,-7.36E-02,-1.90E-01
421.301,-7.32E-02,-1.89E-01
421.334,-7.31E-02,-1.89E-01
421.367,-7.30E-02,-1.89E-01
421.401,-7.27E-02,-1.89E-01
421.434,-7.27E-02,-1.89E-01
421.467,-7.25E-02,-1.88E-01
421.501,-7.24E-02,-1.88E-01
421.534,-7.23E-02,-1.88E-01
421.567,-7.23E-02,-1.88E-01
421.601,-7.20E-02,-1.88E-01
421.634,-7.19E-02,-1.88E-01
421.667,-7.18E-02,-1.87E-01
421.701,-7.17E-02,-1.87E-01
421.734,-7.14E-02,-1.87E-01
421.768,-7.12E-02,-1.87E-01
421.801,-7.11E-02,-1.87E-01
421.834,-7.11E-02,-1.87E-01
421.868,-7.07E-02,-1.86E-01
421.901,-7.06E-02,-1.86E-01
421.934,-7.05E-02,-1.86E-01
421.968,-7.05E-02,-1.86E-01
422.001,-7.01E-02,-1.86E-01
422.034,-6.99E-02,-1.86E-01
422.068,-6.99E-02,-1.86E-01
422.101,-6.98E-02,-1.86E-01
422.134,-6.94E-02,-1.85E-01
422.168,-6.93E-02,-1.85E-01
422.201,-6.92E-02,-1.85E-01
422.235,-6.92E-02,-1.85E-01
422.268,-6.92E-02,-1.85E-01
422.301,-6.88E-02,-1.85E-01
422.335,-6.87E-02,-1.84E-01
422.368,-6.86E-02,-1.84E-01
422.401,-6.86E-02,-1.84E-01
422.435,-6.86E-02,-1.84E-01
422.468,-6.82E-02,-1.84E-01
422.501,-6.81E-02,-1.84E-01
422.535,-6.80E-02,-1.84E-01
422.568,-6.80E-02,-1.84E-01
422.601,-6.80E-02,-1.84E-01
422.635,-6.76E-02,-1.83E-01
422.668,-6.75E-02,-1.83E-01
422.702,-6.74E-02,-1.83E-01
422.735,-6.74E-02,-1.83E-01
422.768,-6.74E-02,-1.83E-01
422.802,-6.74E-02,-1.83E-01
422.835,-6.70E-02,-1.83E-01
422.868,-6.68E-02,-1.83E-01
422.902,-6.68E-02,-1.83E-01
422.935,-6.67E-02,-1.83E-01
422.968,-6.67E-02,-1.83E-01
423.002,-6.67E-02,-1.82E-01
423.035,-6.67E-02,-1.82E-01
423.068,-6.63E-02,-1.82E-01
423.102,-6.62E-02,-1.82E-01
423.135,-6.61E-02,-1.82E-01
423.169,-6.61E-02,-1.82E-01
423.202,-6.61E-02,-1.82E-01
423.235,-6.61E-02,-1.82E-01
423.269,-6.61E-02,-1.82E-01
423.302,-6.61E-02,-1.82E-01
423.335,-6.60E-02,-1.82E-01
423.369,-6.60E-02,-1.82E-01
423.402,-6.60E-02,-1.82E-01
423.435,-6.60E-02,-1.82E-01
423.469,-6.60E-02,-1.82E-01
423.502,-6.60E-02,-1.82E-01
423.535,-6.60E-02,-1.82E-01
423.569,-6.60E-02,-1.82E-01
423.602,-6.60E-02,-1.82E-01
423.636,-6.60E-02,-1.82E-01
423.669,-6.60E-02,-1.82E-01
423.702,-6.61E-02,-1.82E-01
423.736,-6.61E-02,-1.82E-01
423.769,-6.61E-02,-1.82E-01
423.802,-6.61E-02,-1.82E-01
423.836,-6.61E-02,-1.82E-01
423.869,-6.61E-02,-1.82E-01
423.902,-6.61E-02,-1.82E-01
423.936,-6.61E-02,-1.82E-01
423.969,-6.61E-02,-1.82E-01
424.002,-6.61E-02,-1.82E-01
424.036,-6.61E-02,-1.82E-01
424.069,-6.61E-02,-1.82E-01
424.103,-6.61E-02,-1.82E-01
424.136,-6.61E-02,-1.82E-01
